time,n_source,od,fluorescence,phi,growth_rate,production_rate
15.10472222,Ace caa,0.1208,10.5,88.21112221,0.011296317,-5.291126153
15.37916667,Ace caa,0.12615,10.83333333,86.12352134,0.03869704,4.767457428
15.65388889,Ace caa,0.126816667,11.33333333,89.55980552,0.053636899,0.050600562
15.92861111,Ace caa,0.1268,11.33333333,89.33934401,0.002412738,5.171981308
16.20305556,Ace caa,0.128716667,11.16666667,86.82036067,-0.048255232,17.54659168
16.47777778,Ace caa,0.12995,11.16666667,85.97207102,0.007488267,19.53453431
16.75222222,Ace caa,0.12995,11.33333333,86.86109334,0.022657428,28.36588831
17.02694444,Ace caa,0.131166667,11.66666667,88.80902966,0.020132194,-4.861234288
17.30166667,Ace caa,0.1324,11.5,86.50475119,0.00455283,-4.739635996
0,Gly,0.090166667,6.166666667,68.31760319,0.098975532,14.9030696
0.274722222,Gly,0.09115,7.833333333,89.36532272,0.151999033,20.87464484
0.549444444,Gly,0.0933,8.166666667,90.7678663,0.166429861,5.912996174
0.823888889,Gly,0.096,8.5,91.70122907,0.175685465,14.14955894
1.098611111,Gly,0.099666667,9.166666667,95.09079643,0.177987487,13.47361011
1.373333333,Gly,0.103666667,9.666666667,96.01629918,0.13209135,16.97033859
1.647777778,Gly,0.108016667,9.666666667,92.27906127,0.187659852,5.349853682
1.9225,Gly,0.1123,10.33333333,94.47259218,0.13355154,11.623645
2.197222222,Gly,0.116083333,10.66666667,94.02338281,0.177427672,26.29705869
2.471666667,Gly,0.12025,11,93.41379737,0.178212902,15.96069484
2.746388889,Gly,0.124716667,11.16666667,90.68295958,0.254334454,18.81688557
3.021111111,Gly,0.129216667,12.16666667,94.91239372,0.254409121,14.32768998
3.295555556,Gly,0.133316667,12.5,94.31231386,0.215752272,9.285411497
3.570277778,Gly,0.138616667,12.66666667,91.69132717,0.233867177,22.06331059
3.845,Gly,0.145033333,13.66666667,94.02200072,0.29090521,4.345798048
4.119444444,Gly,0.15145,14,91.94663371,0.191464326,31.96243218
4.394166667,Gly,0.16075,14.83333333,91.6425399,0.268808672,-0.277171696
4.668888889,Gly,0.171516667,15.5,89.5001411,0.237230874,20.56227265
4.943333333,Gly,0.180766667,15.5,85.05387733,0.256291795,13.69971829
5.218055556,Gly,0.19035,16,83.68576159,0.229126809,15.98638692
5.492777778,Gly,0.204816667,17.16666667,83.65283598,0.173956184,12.64418646
5.767222222,Gly,0.213233333,17.83333333,83.55993305,0.258279651,17.0412865
6.041944444,Gly,0.225416667,18.83333333,83.71798851,0.218729194,7.811719884
6.316666667,Gly,0.241266667,19.33333333,80.36425883,0.189574159,4.343155528
6.591111111,Gly,0.254966667,20.16666667,79.70637589,0.155466365,10.6718052
6.865833333,Gly,0.269116667,20.33333333,75.58502288,0.164202028,9.643488678
7.140555556,Gly,0.280983333,21.33333333,76.21033547,0.157310408,13.59036803
7.415,Gly,0.294433333,21.83333333,74.5048458,0.130668382,10.29329378
7.689722222,Gly,0.3098,22.5,73.01290402,0.151963288,10.66464824
7.964444444,Gly,0.320983333,23.66666667,74.15635608,0.083039845,8.528916357
8.238888889,Gly,0.333233333,24.16666667,72.90363062,0.131210759,13.84344599
8.513611111,Gly,0.342383333,25,73.38244061,0.107309107,9.658622934
8.788055556,Gly,0.3505,25.83333333,74.14577992,0.134849818,10.16467383
9.062777778,Gly,0.360483333,26.83333333,75.0628344,0.133048826,6.807383692
